Date,Open,High,Low,Close,Volume,VNINDEX_Open,VNINDEX_High,VNINDEX_Low,VNINDEX_Close,VNINDEX_Volume,USDVND_Close
2020-01-01,0.05600974082449123,0.05564142194744978,0.05658056580565804,0.05695539648053735,0.051098156282639126,0.04220075463619577,0.037958862049289444,0.04383068953485236,0.05805757331181072,0.19308346851885544,0.2520251209431823
2020-01-02,0.05600974082449123,0.05564142194744978,0.05658056580565804,0.05695539648053735,0.051098156282639126,0.04220075463619577,0.037958862049289444,0.04383068953485236,0.05805757331181072,0.19308346851885544,0.2520251209431823
2020-01-03,0.05783614541659418,0.055899021123132414,0.05473554735547356,0.05375273740792355,0.13636989903628915,0.04220075463619577,0.037958862049289444,0.04383068953485236,0.05805757331181072,0.19308346851885544,0.2520251209431823
2020-01-04,0.05783614541659418,0.055899021123132414,0.05473554735547356,0.05375273740792355,0.13636989903628915,0.04220075463619577,0.037958862049289444,0.04383068953485236,0.05805757331181072,0.19308346851885544,0.2520251209431823
2020-01-05,0.05783614541659418,0.055899021123132414,0.05473554735547356,0.05375273740792355,0.13636989903628915,0.04220075463619577,0.037958862049289444,0.04383068953485236,0.05805757331181072,0.19308346851885544,0.2520251209431823
2020-01-06,0.05209601669855626,0.05117636956895072,0.052978386926726406,0.05202157034164584,0.06553826324639442,0.04220075463619577,0.037958862049289444,0.04383068953485236,0.05805757331181072,0.19308346851885544,0.2520251209431823
2020-01-07,0.052704818229257266,0.05280783101494077,0.053681251098225274,0.0553973461208874,0.046692197719983106,0.04220075463619577,0.037958862049289444,0.04383068953485236,0.05805757331181072,0.19308346851885544,0.2520251209431823
2020-01-08,0.05348756305444424,0.05151983513652758,0.052978386926726406,0.05132910351513473,0.11906680790228075,0.04220075463619577,0.037958862049289444,0.04383068953485236,0.05805757331181072,0.19308346851885544,0.2520251209431823
2020-01-09,0.052704818229257266,0.05151983513652758,0.05376910911966262,0.05375273740792355,0.05630782450240372,0.04220075463619577,0.037958862049289444,0.04383068953485236,0.05805757331181072,0.19308346851885544,0.2520251209431823
2020-01-10,0.05348756305444424,0.051863300704104415,0.05376910911966262,0.0534930623479819,0.06013007503759288,0.04220075463619577,0.037958862049289444,0.04383068953485236,0.05805757331181072,0.19308346851885544,0.2520251209431823
