Date,Open,High,Low,Close,Volume,VNINDEX_Open,VNINDEX_High,VNINDEX_Low,VNINDEX_Close,VNINDEX_Volume,USDVND_Close,Close_Lag_1,Volume_Lag_1,Close_Lag_2,Volume_Lag_2,Close_Lag_3,Volume_Lag_3,SMA_10,SMA_30,EMA_10,RSI_14,MACD,MACD_Signal,BB_Mid,BB_Upper,BB_Lower,Day_Of_Week,Return_1D,Volume_Change,Price_to_SMA30,VNINDEX_Return,USDVND_Change,Target_Class
2020-01-30,0.5742468675019994,0.5577667219458262,0.5408942202835332,0.5377408993576018,0.0575952007042862,0.0422007546361957,0.0379588620492894,0.0438306895348523,0.0580575733118107,0.1930834685188554,0.2520251209431823,0.6142933618843682,0.0220694944477868,0.6142933618843682,0.0220694944477868,0.6142933618843682,0.0220694944477868,0.60610278372591,0.5793094218415418,0.5940414779167534,0.3978947368421059,0.007890427833141866,0.010811642241258586,0.5863891862955033,0.6401099427386426,0.532668429852364,3,-0.12461873638344201,1.6097199843226146,0.9282446980547985,0.0,0.0,0
2020-01-31,0.5323913623033858,0.5038695411829739,0.4124863685932387,0.4049785867237687,0.0759568124895481,0.0422007546361957,0.0379588620492894,0.0438306895348523,0.0580575733118107,0.1930834685188554,0.2555946322965985,0.5377408993576018,0.0575952007042862,0.6142933618843682,0.0220694944477868,0.6142933618843682,0.0220694944477868,0.5857066381156316,0.5741791577444683,0.5596664067907562,0.17248677248677197,-0.0077395114592844205,0.0071014115011499845,0.5779041755888651,0.6752812320262235,0.4805271191515067,4,-0.2468889995022402,0.31880454553039583,0.705317462783976,0.0,0.014163315704631474,0
2020-02-01,0.5323913623033858,0.5038695411829739,0.4124863685932387,0.4049785867237687,0.0759568124895481,0.0422007546361957,0.0379588620492894,0.0438306895348523,0.0580575733118107,0.1930834685188554,0.2555946322965985,0.4049785867237687,0.0759568124895481,0.5377408993576018,0.0575952007042862,0.6142933618843682,0.0220694944477868,0.5647751605995717,0.5690488936473947,0.5315413485967584,0.17248677248677197,-0.01989699083130747,0.0017017310346584937,0.569419164882227,0.6938072087570407,0.44503112100741327,5,0.0,0.0,0.7116762570752128,0.0,0.0,0
2020-02-02,0.5323913623033858,0.5038695411829739,0.4124863685932387,0.4049785867237687,0.0759568124895481,0.0422007546361957,0.0379588620492894,0.0438306895348523,0.0580575733118107,0.1930834685188554,0.2555946322965985,0.4049785867237687,0.0759568124895481,0.4049785867237687,0.0759568124895481,0.5377408993576018,0.0575952007042862,0.5438436830835117,0.5637044967880086,0.5085299373471239,0.17248677248677197,-0.029195335173133996,-0.004477682206900004,0.5621386509635975,0.7065939522468281,0.41768334968036686,6,0.0,0.0,0.718423551756885,0.0,0.0,0
2020-02-03,0.2892561983471073,0.4007739082365948,0.2881679389312976,0.40203426124197,0.0938969866004924,0.0422007546361957,0.0379588620492894,0.0438306895348523,0.0580575733118107,0.1930834685188554,0.2555946322965985,0.4049785867237687,0.0759568124895481,0.4049785867237687,0.0759568124895481,0.4049785867237687,0.0759568124895481,0.5226177730192718,0.5582619557458959,0.48916708714618684,0.15096359743040652,-0.03638252738623993,-0.01085865124276799,0.5543763383297644,0.7156375393220592,0.3931151373374696,0,-0.007270323859880912,0.23618913857677915,0.7201534281604601,0.0,0.0,0
2020-02-04,0.426019728072514,0.392482034273079,0.3391494002181023,0.3476980728051393,0.0737088245300753,0.0422007546361957,0.0379588620492894,0.0438306895348523,0.0580575733118107,0.1930834685188554,0.2555946322965985,0.40203426124197,0.0938969866004924,0.4049785867237687,0.0759568124895481,0.4049785867237687,0.0759568124895481,0.4959582441113491,0.5510082084225553,0.46344544817508726,0.0196850393700781,-0.04593341349817842,-0.017873603693850076,0.5438972162740898,0.7297300852801031,0.35806434726807657,1,-0.1351531291611181,-0.2150033009718677,0.6310215845976977,0.0,0.0,1
2020-02-05,0.3695014662756597,0.3532338308457712,0.3257906215921482,0.3744646680942185,0.0581732959405508,0.0422007546361957,0.0379588620492894,0.0438306895348523,0.0580575733118107,0.1930834685188554,0.2734421890636813,0.3476980728051393,0.0737088245300753,0.40203426124197,0.0938969866004924,0.4049785867237687,0.0759568124895481,0.471975374732334,0.5451374018558173,0.4472671245240202,0.09124087591240865,-0.05075761679930707,-0.024450406314941477,0.5344352248394004,0.7347298954453504,0.33414055423345046,2,0.07698229407236323,-0.21076890980923946,0.686917952830652,0.0,0.06982758834454716,1
2020-02-06,0.3870967741935485,0.3689883913764511,0.3691384950926935,0.3886509635974304,0.0865864605578547,0.0422007546361957,0.0379588620492894,0.0438306895348523,0.0580575733118107,0.1930834685188554,0.2734421890636813,0.3744646680942185,0.0581732959405508,0.3476980728051393,0.0737088245300753,0.40203426124197,0.0938969866004924,0.44941113490364026,0.539132762312634,0.4366096407191856,0.13315926892950372,-0.052827158584273504,-0.030125756768807882,0.5253345824411134,0.7350182504977858,0.31565091438444104,3,0.03788420300214401,0.4884228090899345,0.7208817396484954,0.0,0.0,1
2020-02-07,0.3902959210877099,0.4007739082365948,0.3977644492911667,0.433083511777302,0.0570983175170064,0.0422007546361957,0.0379588620492894,0.0438306895348523,0.0580575733118107,0.1930834685188554,0.2734421890636813,0.3886509635974304,0.0865864605578547,0.3744646680942185,0.0581732959405508,0.3476980728051393,0.0737088245300753,0.4312901498929336,0.5344664525339043,0.4359685263661158,0.2425855513307985,-0.05030209877655917,-0.03416102517035814,0.5184555674518202,0.7308868552491936,0.30602427965444684,4,0.11432506887052352,-0.34056298006482355,0.8103100011685559,0.0,0.0,0
2020-02-08,0.3902959210877099,0.4007739082365948,0.3977644492911667,0.433083511777302,0.0570983175170064,0.0422007546361957,0.0379588620492894,0.0438306895348523,0.0580575733118107,0.1930834685188554,0.2734421890636813,0.433083511777302,0.0570983175170064,0.3886509635974304,0.0865864605578547,0.3744646680942185,0.0581732959405508,0.413169164882227,0.5298804425410422,0.4354439782590588,0.2425855513307985,-0.047750532274485946,-0.036878926591183706,0.5115765524625268,0.7257922663487051,0.2973608385763484,5,0.0,0.0,0.8173230732964017,0.0,0.0,0
